player1,player2,player3,playeeeeeer4
0.0,0.0,0.0,0.0
6.0,-14.2,61.8,-53.6
70.6,-11.2,15.799999999999997,-75.2
141.6,6.300000000000001,-6.200000000000003,-141.7
148.1,60.599999999999994,-19.900000000000002,-188.79999999999998
153.1,127.0,-44.1,-236.0
138.1,177.0,-34.1,-281.0
188.1,187.0,-44.1,-331.0
194.6,241.3,-57.8,-378.1
